"22.04 10:54:03,010|" initCMEM hat status: input: RemTime: 4000, Datei: 'cmem.log'. 
"22.04 10:55:47,141|" getClient hat status: Client gefunden. 
"22.04 10:55:47,141|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,141|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,141|" getClientNNr hat status: ClientIsValid: {<7602.102.0>,{1492,851342,523000},0}. 
"22.04 10:55:47,141|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,171|" updateClient hat status: input: ClientId: <7602.102.0>, NNr: 2082. 
"22.04 10:55:47,171|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,171|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:55:47,171|" getClient hat status: Client gefunden. 
"22.04 10:55:47,171|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,171|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,171|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851342,539000},0}. 
"22.04 10:55:47,171|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,187|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 2082. 
"22.04 10:55:47,187|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,359|" getClientNNr hat status: input: ClientId: <7602.106.0>. 
"22.04 10:55:47,359|" getClient hat status: Client gefunden. 
"22.04 10:55:47,359|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,359|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,359|" getClientNNr hat status: ClientIsValid: {<7602.106.0>,{1492,851342,632000},0}. 
"22.04 10:55:47,359|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,375|" updateClient hat status: input: ClientId: <7602.106.0>, NNr: 2082. 
"22.04 10:55:47,375|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,406|" getClientNNr hat status: input: ClientId: <7602.90.0>. 
"22.04 10:55:47,406|" getClient hat status: Client gefunden. 
"22.04 10:55:47,406|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,406|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,406|" getClientNNr hat status: ClientIsValid: {<7602.90.0>,{1492,851342,664000},0}. 
"22.04 10:55:47,406|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,437|" updateClient hat status: input: ClientId: <7602.90.0>, NNr: 2082. 
"22.04 10:55:47,437|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,515|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:55:47,515|" getClient hat status: Client gefunden. 
"22.04 10:55:47,515|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,515|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,515|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851342,757000},0}. 
"22.04 10:55:47,515|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,531|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 2082. 
"22.04 10:55:47,531|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,531|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:55:47,531|" getClient hat status: Client gefunden. 
"22.04 10:55:47,531|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,531|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,531|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851342,788000},0}. 
"22.04 10:55:47,531|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,546|" updateClient hat status: input: ClientId: <7602.107.0>, NNr: 2082. 
"22.04 10:55:47,546|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,593|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:55:47,593|" getClient hat status: Client gefunden. 
"22.04 10:55:47,593|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,593|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,593|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851342,742000},0}. 
"22.04 10:55:47,593|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,609|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 2082. 
"22.04 10:55:47,609|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,702|" getClientNNr hat status: input: ClientId: <7602.92.0>. 
"22.04 10:55:47,702|" getClient hat status: Client gefunden. 
"22.04 10:55:47,702|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,702|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,702|" getClientNNr hat status: ClientIsValid: {<7602.92.0>,{1492,851342,820000},0}. 
"22.04 10:55:47,702|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,718|" updateClient hat status: input: ClientId: <7602.92.0>, NNr: 2082. 
"22.04 10:55:47,718|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,765|" getClientNNr hat status: input: ClientId: <7602.108.0>. 
"22.04 10:55:47,765|" getClient hat status: Client gefunden. 
"22.04 10:55:47,765|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,765|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,765|" getClientNNr hat status: ClientIsValid: {<7602.108.0>,{1492,851342,835000},0}. 
"22.04 10:55:47,765|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,780|" updateClient hat status: input: ClientId: <7602.108.0>, NNr: 2082. 
"22.04 10:55:47,780|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,796|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:55:47,796|" getClient hat status: Client gefunden. 
"22.04 10:55:47,796|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,796|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,796|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851342,804000},0}. 
"22.04 10:55:47,796|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,812|" updateClient hat status: input: ClientId: <7602.104.0>, NNr: 2082. 
"22.04 10:55:47,812|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:47,843|" getClientNNr hat status: input: ClientId: <7602.93.0>. 
"22.04 10:55:47,843|" getClient hat status: Client gefunden. 
"22.04 10:55:47,843|" clientIsValid hat status: input: ClientSecs: 851342, RemTime: 4000. 
"22.04 10:55:47,843|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:47,843|" getClientNNr hat status: ClientIsValid: {<7602.93.0>,{1492,851342,913000},0}. 
"22.04 10:55:47,843|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:47,874|" updateClient hat status: input: ClientId: <7602.93.0>, NNr: 2082. 
"22.04 10:55:47,874|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:49,183|" getClientNNr hat status: input: ClientId: <7602.83.0>. 
"22.04 10:55:49,183|" getClient hat status: Client gefunden. 
"22.04 10:55:49,183|" clientIsValid hat status: input: ClientSecs: 851344, RemTime: 4000. 
"22.04 10:55:49,183|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:49,183|" getClientNNr hat status: ClientIsValid: {<7602.83.0>,{1492,851344,723000},1980}. 
"22.04 10:55:49,183|" getClientNNr hat status: ExpectedNNR Result: 1981. 
"22.04 10:55:49,216|" updateClient hat status: input: ClientId: <7602.83.0>, NNr: 0. 
"22.04 10:55:49,216|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:49,450|" getClientNNr hat status: input: ClientId: <7602.81.0>. 
"22.04 10:55:49,450|" getClient hat status: Client gefunden. 
"22.04 10:55:49,450|" clientIsValid hat status: input: ClientSecs: 851344, RemTime: 4000. 
"22.04 10:55:49,450|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:49,450|" getClientNNr hat status: ClientIsValid: {<7602.81.0>,{1492,851344,926000},1996}. 
"22.04 10:55:49,450|" getClientNNr hat status: ExpectedNNR Result: 1997. 
"22.04 10:55:49,465|" updateClient hat status: input: ClientId: <7602.81.0>, NNr: 0. 
"22.04 10:55:49,465|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:49,512|" getClientNNr hat status: input: ClientId: <7602.87.0>. 
"22.04 10:55:49,512|" getClient hat status: Client gefunden. 
"22.04 10:55:49,512|" clientIsValid hat status: input: ClientSecs: 851345, RemTime: 4000. 
"22.04 10:55:49,512|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:49,512|" getClientNNr hat status: ClientIsValid: {<7602.87.0>,{1492,851345,4000},1996}. 
"22.04 10:55:49,512|" getClientNNr hat status: ExpectedNNR Result: 1997. 
"22.04 10:55:49,528|" updateClient hat status: input: ClientId: <7602.87.0>, NNr: 0. 
"22.04 10:55:49,528|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:50,042|" getClientNNr hat status: input: ClientId: <7602.84.0>. 
"22.04 10:55:50,042|" getClient hat status: Client gefunden. 
"22.04 10:55:50,042|" clientIsValid hat status: input: ClientSecs: 851345, RemTime: 4000. 
"22.04 10:55:50,042|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:50,042|" getClientNNr hat status: ClientIsValid: {<7602.84.0>,{1492,851345,503000},2009}. 
"22.04 10:55:50,042|" getClientNNr hat status: ExpectedNNR Result: 2010. 
"22.04 10:55:50,058|" updateClient hat status: input: ClientId: <7602.84.0>, NNr: 0. 
"22.04 10:55:50,058|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:50,167|" getClientNNr hat status: input: ClientId: <7602.80.0>. 
"22.04 10:55:50,167|" getClient hat status: Client gefunden. 
"22.04 10:55:50,167|" clientIsValid hat status: input: ClientSecs: 851345, RemTime: 4000. 
"22.04 10:55:50,167|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:50,167|" getClientNNr hat status: ClientIsValid: {<7602.80.0>,{1492,851345,550000},2011}. 
"22.04 10:55:50,167|" getClientNNr hat status: ExpectedNNR Result: 2012. 
"22.04 10:55:50,167|" updateClient hat status: input: ClientId: <7602.80.0>, NNr: 0. 
"22.04 10:55:50,167|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:50,510|" getClientNNr hat status: input: ClientId: <7602.79.0>. 
"22.04 10:55:50,510|" getClient hat status: Client gefunden. 
"22.04 10:55:50,510|" clientIsValid hat status: input: ClientSecs: 851345, RemTime: 4000. 
"22.04 10:55:50,510|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:50,510|" getClientNNr hat status: ClientIsValid: {<7602.79.0>,{1492,851345,721000},2057}. 
"22.04 10:55:50,510|" getClientNNr hat status: ExpectedNNR Result: 2058. 
"22.04 10:55:50,526|" updateClient hat status: input: ClientId: <7602.79.0>, NNr: 0. 
"22.04 10:55:50,526|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:50,651|" getClientNNr hat status: input: ClientId: <7602.82.0>. 
"22.04 10:55:50,651|" getClient hat status: Client gefunden. 
"22.04 10:55:50,651|" clientIsValid hat status: input: ClientSecs: 851345, RemTime: 4000. 
"22.04 10:55:50,651|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:50,651|" getClientNNr hat status: ClientIsValid: {<7602.82.0>,{1492,851345,799000},2057}. 
"22.04 10:55:50,651|" getClientNNr hat status: ExpectedNNR Result: 2058. 
"22.04 10:55:50,681|" updateClient hat status: input: ClientId: <7602.82.0>, NNr: 0. 
"22.04 10:55:50,681|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:50,713|" getClientNNr hat status: input: ClientId: <7602.88.0>. 
"22.04 10:55:50,713|" getClient hat status: Client gefunden. 
"22.04 10:55:50,713|" clientIsValid hat status: input: ClientSecs: 851346, RemTime: 4000. 
"22.04 10:55:50,713|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:50,713|" getClientNNr hat status: ClientIsValid: {<7602.88.0>,{1492,851346,33000},2057}. 
"22.04 10:55:50,713|" getClientNNr hat status: ExpectedNNR Result: 2058. 
"22.04 10:55:50,713|" updateClient hat status: input: ClientId: <7602.88.0>, NNr: 0. 
"22.04 10:55:50,713|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:50,744|" getClientNNr hat status: input: ClientId: <7602.86.0>. 
"22.04 10:55:50,744|" getClient hat status: Client gefunden. 
"22.04 10:55:50,744|" clientIsValid hat status: input: ClientSecs: 851346, RemTime: 4000. 
"22.04 10:55:50,744|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:50,744|" getClientNNr hat status: ClientIsValid: {<7602.86.0>,{1492,851346,2000},2057}. 
"22.04 10:55:50,744|" getClientNNr hat status: ExpectedNNR Result: 2058. 
"22.04 10:55:50,760|" updateClient hat status: input: ClientId: <7602.86.0>, NNr: 0. 
"22.04 10:55:50,760|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:51,712|" getClientNNr hat status: input: ClientId: <7602.89.0>. 
"22.04 10:55:51,712|" getClient hat status: Client gefunden. 
"22.04 10:55:51,712|" clientIsValid hat status: input: ClientSecs: 851346, RemTime: 4000. 
"22.04 10:55:51,712|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:51,712|" getClientNNr hat status: ClientIsValid: {<7602.89.0>,{1492,851346,720000},2057}. 
"22.04 10:55:51,712|" getClientNNr hat status: ExpectedNNR Result: 2058. 
"22.04 10:55:51,726|" updateClient hat status: input: ClientId: <7602.89.0>, NNr: 0. 
"22.04 10:55:51,726|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:51,805|" getClientNNr hat status: input: ClientId: <7602.91.0>. 
"22.04 10:55:51,805|" getClient hat status: Client gefunden. 
"22.04 10:55:51,805|" clientIsValid hat status: input: ClientSecs: 851346, RemTime: 4000. 
"22.04 10:55:51,805|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:51,805|" getClientNNr hat status: ClientIsValid: {<7602.91.0>,{1492,851346,735000},2057}. 
"22.04 10:55:51,805|" getClientNNr hat status: ExpectedNNR Result: 2058. 
"22.04 10:55:51,805|" updateClient hat status: input: ClientId: <7602.91.0>, NNr: 0. 
"22.04 10:55:51,805|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:51,835|" getClientNNr hat status: input: ClientId: <7602.95.0>. 
"22.04 10:55:51,835|" getClient hat status: Client gefunden. 
"22.04 10:55:51,835|" clientIsValid hat status: input: ClientSecs: 851346, RemTime: 4000. 
"22.04 10:55:51,835|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:51,835|" getClientNNr hat status: ClientIsValid: {<7602.95.0>,{1492,851346,735000},2057}. 
"22.04 10:55:51,835|" getClientNNr hat status: ExpectedNNR Result: 2058. 
"22.04 10:55:51,835|" updateClient hat status: input: ClientId: <7602.95.0>, NNr: 0. 
"22.04 10:55:51,835|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,147|" getClientNNr hat status: input: ClientId: <7602.99.0>. 
"22.04 10:55:52,147|" getClient hat status: Client gefunden. 
"22.04 10:55:52,147|" clientIsValid hat status: input: ClientSecs: 851346, RemTime: 4000. 
"22.04 10:55:52,147|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,147|" getClientNNr hat status: ClientIsValid: {<7602.99.0>,{1492,851346,844000},2065}. 
"22.04 10:55:52,147|" getClientNNr hat status: ExpectedNNR Result: 2066. 
"22.04 10:55:52,179|" updateClient hat status: input: ClientId: <7602.99.0>, NNr: 0. 
"22.04 10:55:52,179|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,242|" getClientNNr hat status: input: ClientId: <7602.96.0>. 
"22.04 10:55:52,242|" getClient hat status: Client gefunden. 
"22.04 10:55:52,242|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,242|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,242|" getClientNNr hat status: ClientIsValid: {<7602.96.0>,{1492,851347,110000},2082}. 
"22.04 10:55:52,242|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,258|" updateClient hat status: input: ClientId: <7602.96.0>, NNr: 0. 
"22.04 10:55:52,258|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,273|" getClientNNr hat status: input: ClientId: <7602.102.0>. 
"22.04 10:55:52,273|" getClient hat status: Client gefunden. 
"22.04 10:55:52,273|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,273|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,273|" getClientNNr hat status: ClientIsValid: {<7602.102.0>,{1492,851347,172000},2082}. 
"22.04 10:55:52,273|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,288|" updateClient hat status: input: ClientId: <7602.102.0>, NNr: 0. 
"22.04 10:55:52,288|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,382|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:55:52,382|" getClient hat status: Client gefunden. 
"22.04 10:55:52,382|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,382|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,382|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851347,188000},2082}. 
"22.04 10:55:52,382|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,398|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 0. 
"22.04 10:55:52,398|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,523|" getClientNNr hat status: input: ClientId: <7602.106.0>. 
"22.04 10:55:52,523|" getClient hat status: Client gefunden. 
"22.04 10:55:52,523|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,523|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,523|" getClientNNr hat status: ClientIsValid: {<7602.106.0>,{1492,851347,375000},2082}. 
"22.04 10:55:52,523|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,554|" updateClient hat status: input: ClientId: <7602.106.0>, NNr: 0. 
"22.04 10:55:52,554|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,616|" getClientNNr hat status: input: ClientId: <7602.90.0>. 
"22.04 10:55:52,616|" getClient hat status: Client gefunden. 
"22.04 10:55:52,616|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,616|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,616|" getClientNNr hat status: ClientIsValid: {<7602.90.0>,{1492,851347,437000},2082}. 
"22.04 10:55:52,616|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,648|" updateClient hat status: input: ClientId: <7602.90.0>, NNr: 0. 
"22.04 10:55:52,648|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,757|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:55:52,757|" getClient hat status: Client gefunden. 
"22.04 10:55:52,757|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,757|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,757|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851347,546000},2082}. 
"22.04 10:55:52,757|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,757|" updateClient hat status: input: ClientId: <7602.107.0>, NNr: 0. 
"22.04 10:55:52,757|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,772|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:55:52,772|" getClient hat status: Client gefunden. 
"22.04 10:55:52,772|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,772|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,772|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851347,531000},2082}. 
"22.04 10:55:52,772|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,788|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 0. 
"22.04 10:55:52,788|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,804|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:55:52,804|" getClient hat status: Client gefunden. 
"22.04 10:55:52,804|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,804|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,804|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851347,609000},2082}. 
"22.04 10:55:52,804|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,819|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 0. 
"22.04 10:55:52,819|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,944|" getClientNNr hat status: input: ClientId: <7602.92.0>. 
"22.04 10:55:52,944|" getClient hat status: Client gefunden. 
"22.04 10:55:52,944|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,944|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,944|" getClientNNr hat status: ClientIsValid: {<7602.92.0>,{1492,851347,718000},2082}. 
"22.04 10:55:52,944|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,960|" updateClient hat status: input: ClientId: <7602.92.0>, NNr: 0. 
"22.04 10:55:52,960|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,975|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:55:52,975|" getClient hat status: Client gefunden. 
"22.04 10:55:52,975|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,975|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,975|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851347,812000},2082}. 
"22.04 10:55:52,975|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:52,991|" updateClient hat status: input: ClientId: <7602.104.0>, NNr: 0. 
"22.04 10:55:52,991|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:52,991|" getClientNNr hat status: input: ClientId: <7602.108.0>. 
"22.04 10:55:52,991|" getClient hat status: Client gefunden. 
"22.04 10:55:52,991|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:52,991|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:52,991|" getClientNNr hat status: ClientIsValid: {<7602.108.0>,{1492,851347,780000},2082}. 
"22.04 10:55:52,991|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:53,006|" updateClient hat status: input: ClientId: <7602.108.0>, NNr: 0. 
"22.04 10:55:53,006|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:53,052|" getClientNNr hat status: input: ClientId: <7602.93.0>. 
"22.04 10:55:53,052|" getClient hat status: Client gefunden. 
"22.04 10:55:53,052|" clientIsValid hat status: input: ClientSecs: 851347, RemTime: 4000. 
"22.04 10:55:53,052|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:53,052|" getClientNNr hat status: ClientIsValid: {<7602.93.0>,{1492,851347,874000},2082}. 
"22.04 10:55:53,052|" getClientNNr hat status: ExpectedNNR Result: 2083. 
"22.04 10:55:53,069|" updateClient hat status: input: ClientId: <7602.93.0>, NNr: 0. 
"22.04 10:55:53,069|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:54,441|" getClientNNr hat status: input: ClientId: <7602.83.0>. 
"22.04 10:55:54,441|" getClient hat status: Client gefunden. 
"22.04 10:55:54,441|" clientIsValid hat status: input: ClientSecs: 851349, RemTime: 4000. 
"22.04 10:55:54,441|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:54,441|" getClientNNr hat status: ClientIsValid: {<7602.83.0>,{1492,851349,216000},0}. 
"22.04 10:55:54,441|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:55,409|" updateClient hat status: input: ClientId: <7602.83.0>, NNr: 2283. 
"22.04 10:55:55,409|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:55,627|" getClientNNr hat status: input: ClientId: <7602.81.0>. 
"22.04 10:55:55,627|" getClient hat status: Client gefunden. 
"22.04 10:55:55,627|" clientIsValid hat status: input: ClientSecs: 851349, RemTime: 4000. 
"22.04 10:55:55,627|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:55,627|" getClientNNr hat status: ClientIsValid: {<7602.81.0>,{1492,851349,465000},0}. 
"22.04 10:55:55,627|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:55,643|" updateClient hat status: input: ClientId: <7602.81.0>, NNr: 2293. 
"22.04 10:55:55,643|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:55,643|" getClientNNr hat status: input: ClientId: <7602.87.0>. 
"22.04 10:55:55,643|" getClient hat status: Client gefunden. 
"22.04 10:55:55,643|" clientIsValid hat status: input: ClientSecs: 851349, RemTime: 4000. 
"22.04 10:55:55,643|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:55,643|" getClientNNr hat status: ClientIsValid: {<7602.87.0>,{1492,851349,528000},0}. 
"22.04 10:55:55,643|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:55,657|" updateClient hat status: input: ClientId: <7602.87.0>, NNr: 2293. 
"22.04 10:55:55,657|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:56,080|" getClientNNr hat status: input: ClientId: <7602.84.0>. 
"22.04 10:55:56,080|" getClient hat status: Client gefunden. 
"22.04 10:55:56,080|" clientIsValid hat status: input: ClientSecs: 851350, RemTime: 4000. 
"22.04 10:55:56,080|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:56,080|" getClientNNr hat status: ClientIsValid: {<7602.84.0>,{1492,851350,58000},0}. 
"22.04 10:55:56,080|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:56,189|" updateClient hat status: input: ClientId: <7602.84.0>, NNr: 2309. 
"22.04 10:55:56,189|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:56,298|" getClientNNr hat status: input: ClientId: <7602.80.0>. 
"22.04 10:55:56,298|" getClient hat status: Client gefunden. 
"22.04 10:55:56,298|" clientIsValid hat status: input: ClientSecs: 851350, RemTime: 4000. 
